customer_id,initial_loan,days_since_last_loan,on_time_pct,n_increases_2023,total_profit,risk_state,risk_label,eligible,received,max_possible_increases,utilisation_rate,incremental_profit,pd_monthly,pd_annual,lgd,ead,el_per_increase,ev_per_increase
1025,689,93,87.96,0,0,1,Near-Prime,1,0,1,0.0420093354078684,0,0.015,0.19488759828622726,0.55,344.5,2.8421250000000002,37.157875
1026,3234,66,95.78,4,80,0,Prime,1,1,1,0.6076905979106468,80,0.005,0.10563503279752744,0.55,1617.0,4.446750000000001,35.55325
1027,3505,249,84.21,3,40,2,Sub-Prime,1,1,4,0.6679262058235164,40,0.05,0.4043067291584016,0.55,1752.5,48.19375000000001,-8.193750000000009
1028,2399,141,84.94,0,0,2,Sub-Prime,1,0,2,0.422093798621916,0,0.05,0.4043067291584016,0.55,1199.5,32.986250000000005,7.013749999999995
1029,1767,266,91.37,0,0,1,Near-Prime,1,0,4,0.2816181373638586,0,0.015,0.19488759828622726,0.55,883.5,7.288875,32.711125
1030,2028,39,80.08,3,40,2,Sub-Prime,0,1,0,0.3396310291175817,40,0.05,0.4043067291584016,0.55,1014.0,27.885000000000005,12.114999999999995
1031,3702,214,80.35,5,120,2,Sub-Prime,1,1,3,0.7117137141587019,120,0.05,0.4043067291584016,0.55,1851.0,50.9025,-10.902500000000003
1032,4056,130,82.84,0,0,2,Sub-Prime,1,0,2,0.7903978661924872,0,0.05,0.4043067291584016,0.55,2028.0,55.77000000000001,-15.77000000000001
1033,4390,0,84.46,0,0,2,Sub-Prime,0,0,0,0.8646365859079795,0,0.05,0.4043067291584016,0.55,2195.0,60.36250000000001,-20.36250000000001
1034,1146,8,90.56,0,0,1,Near-Prime,0,0,0,0.1435874638808624,0,0.015,0.19488759828622726,0.55,573.0,4.727250000000001,35.27275
1035,3388,328,93.72,3,40,1,Near-Prime,1,1,5,0.6419204267615025,40,0.015,0.19488759828622726,0.55,1694.0,13.9755,26.0245
1036,2935,331,86.24,0,0,1,Near-Prime,1,0,5,0.5412313847521671,0,0.015,0.19488759828622726,0.55,1467.5,12.106875,27.893124999999998
1037,1100,143,84.78,0,0,2,Sub-Prime,1,0,2,0.1333629695487886,0,0.05,0.4043067291584016,0.55,550.0,15.125000000000002,24.875
1038,2863,349,96.46,0,0,0,Prime,1,0,5,0.5252278284063125,0,0.005,0.10563503279752744,0.55,1431.5,3.9366250000000003,36.063375
1039,2561,327,83.26,4,80,2,Sub-Prime,1,1,5,0.4581018004000889,80,0.05,0.4043067291584016,0.55,1280.5,35.213750000000005,4.7862499999999955
1040,741,301,93.57,5,120,1,Near-Prime,1,1,5,0.05356745943543,120,0.015,0.19488759828622726,0.55,370.5,3.056625,36.943375
1041,2541,137,98.63,3,40,0,Prime,1,1,2,0.4536563680817959,40,0.005,0.10563503279752744,0.55,1270.5,3.4938750000000005,36.506125
1042,3324,357,84.64,0,0,2,Sub-Prime,1,0,5,0.6276950433429651,0,0.05,0.4043067291584016,0.55,1662.0,45.705000000000005,-5.705000000000005
1043,3112,296,81.74,0,0,2,Sub-Prime,1,0,4,0.5805734607690598,0,0.05,0.4043067291584016,0.55,1556.0,42.790000000000006,-2.7900000000000063
1044,1863,178,99.6,5,120,0,Prime,1,1,2,0.3029562124916648,120,0.005,0.10563503279752744,0.55,931.5,2.5616250000000003,37.438375
1045,1978,277,85.42,5,120,1,Near-Prime,1,1,4,0.3285174483218493,120,0.015,0.19488759828622726,0.55,989.0,8.15925,31.84075
1046,3056,143,85.51,4,80,1,Near-Prime,1,1,2,0.5681262502778395,80,0.015,0.19488759828622726,0.55,1528.0,12.606,27.394
1047,1275,338,89.68,0,0,1,Near-Prime,1,0,5,0.1722605023338519,0,0.015,0.19488759828622726,0.55,637.5,5.259375,34.740625
1048,4514,189,84.62,5,120,2,Sub-Prime,1,1,3,0.8921982662813959,120,0.05,0.4043067291584016,0.55,2257.0,62.06750000000001,-22.06750000000001
1049,534,330,99.86,0,0,0,Prime,1,0,5,0.007557234941098,0,0.005,0.10563503279752744,0.55,267.0,0.7342500000000001,39.26575
1050,3652,269,80.86,0,0,2,Sub-Prime,1,0,4,0.7006001333629696,0,0.05,0.4043067291584016,0.55,1826.0,50.215,-10.215000000000003
1051,2455,186,89.03,4,80,1,Near-Prime,1,1,3,0.4345410091131362,80,0.015,0.19488759828622726,0.55,1227.5,10.126875,29.873125
1052,2085,153,90.97,0,0,1,Near-Prime,1,0,2,0.3523005112247166,0,0.015,0.19488759828622726,0.55,1042.5,8.600625,31.399375
1053,4443,171,89.34,4,80,1,Near-Prime,1,1,2,0.8764169815514559,80,0.015,0.19488759828622726,0.55,2221.5,18.327375,21.672625
1054,3573,246,90.41,3,40,1,Near-Prime,1,1,4,0.6830406757057124,40,0.015,0.19488759828622726,0.55,1786.5,14.738625,25.261375
1055,1521,10,99.75,0,0,0,Prime,0,0,0,0.2269393198488553,0,0.005,0.10563503279752744,0.55,760.5,2.091375,37.908625
1056,3961,46,97.54,4,80,0,Prime,0,1,0,0.7692820626805957,80,0.005,0.10563503279752744,0.55,1980.5,5.446375000000001,34.553625
1057,3113,265,86.17,0,0,1,Near-Prime,1,0,4,0.5807957323849744,0,0.015,0.19488759828622726,0.55,1556.5,12.841125,27.158875000000002
1058,4343,316,91.03,5,120,1,Near-Prime,1,1,5,0.8541898199599911,120,0.015,0.19488759828622726,0.55,2171.5,17.914875000000002,22.085124999999998
1059,2000,110,80.01,4,80,2,Sub-Prime,1,1,1,0.3334074238719715,80,0.05,0.4043067291584016,0.55,1000.0,27.500000000000004,12.499999999999996
1060,661,300,88.19,0,0,1,Near-Prime,1,0,5,0.0357857301622582,0,0.015,0.19488759828622726,0.55,330.5,2.7266250000000003,37.273375
1061,4797,302,83.28,0,0,2,Sub-Prime,1,0,5,0.9551011335852412,0,0.05,0.4043067291584016,0.55,2398.5,65.95875000000001,-25.95875000000001
1062,2481,278,94.23,4,80,1,Near-Prime,1,1,4,0.440320071126917,80,0.015,0.19488759828622726,0.55,1240.5,10.234125,29.765875
1063,1495,291,84.42,0,0,2,Sub-Prime,1,0,4,0.2211602578350744,0,0.05,0.4043067291584016,0.55,747.5,20.556250000000002,19.443749999999998
1064,3842,251,94.98,4,80,1,Near-Prime,1,1,4,0.7428317403867526,80,0.015,0.19488759828622726,0.55,1921.0,15.84825,24.15175
1065,4298,75,86.26,0,0,1,Near-Prime,1,0,1,0.844187597243832,0,0.015,0.19488759828622726,0.55,2149.0,17.72925,22.27075
1066,1775,174,98.52,3,40,0,Prime,1,1,2,0.2833963102911758,40,0.005,0.10563503279752744,0.55,887.5,2.4406250000000003,37.559375
1067,1516,108,88.91,0,0,1,Near-Prime,1,0,1,0.225827961769282,0,0.015,0.19488759828622726,0.55,758.0,6.253500000000001,33.7465
1068,837,339,96.79,0,0,0,Prime,1,0,5,0.0749055345632362,0,0.005,0.10563503279752744,0.55,418.5,1.150875,38.849125
1069,1378,335,92.56,0,0,1,Near-Prime,1,0,5,0.1951544787730607,0,0.015,0.19488759828622726,0.55,689.0,5.6842500000000005,34.31575
1070,1576,13,99.55,3,40,0,Prime,0,1,0,0.2391642587241609,40,0.005,0.10563503279752744,0.55,788.0,2.1670000000000003,37.833
1071,4493,180,94.85,5,120,1,Near-Prime,1,1,3,0.8875305623471883,120,0.015,0.19488759828622726,0.55,2246.5,18.533625,21.466375
1072,879,321,94.55,5,120,1,Near-Prime,1,1,5,0.0842409424316514,120,0.015,0.19488759828622726,0.55,439.5,3.625875,36.374125
1073,992,271,85.3,5,120,1,Near-Prime,1,1,4,0.1093576350300066,120,0.015,0.19488759828622726,0.55,496.0,4.0920000000000005,35.908
1074,2562,42,90.1,0,0,1,Near-Prime,0,0,0,0.4583240720160035,0,0.015,0.19488759828622726,0.55,1281.0,10.56825,29.43175
1075,4384,101,85.8,4,80,1,Near-Prime,1,1,1,0.8633029562124916,80,0.015,0.19488759828622726,0.55,2192.0,18.084,21.916
1076,564,112,80.39,5,120,2,Sub-Prime,1,1,1,0.0142253834185374,120,0.05,0.4043067291584016,0.55,282.0,7.755000000000001,32.245
1077,3068,192,94.21,3,40,1,Near-Prime,1,1,3,0.5707935096688153,40,0.015,0.19488759828622726,0.55,1534.0,12.6555,27.3445
1078,2527,8,84.72,0,0,2,Sub-Prime,0,0,0,0.4505445654589909,0,0.05,0.4043067291584016,0.55,1263.5,34.74625,5.253749999999997
1079,3195,148,87.95,4,80,1,Near-Prime,1,1,2,0.5990220048899756,80,0.015,0.19488759828622726,0.55,1597.5,13.179375,26.820625
1080,1995,337,85.69,3,40,1,Near-Prime,1,1,5,0.3322960657923983,40,0.015,0.19488759828622726,0.55,997.5,8.229375000000001,31.770625
1081,891,223,83.99,4,80,2,Sub-Prime,1,1,3,0.0869082018226272,80,0.05,0.4043067291584016,0.55,445.5,12.251250000000002,27.748749999999998
1082,4974,109,81.34,0,0,2,Sub-Prime,1,0,1,0.9944432096021338,0,0.05,0.4043067291584016,0.55,2487.0,68.39250000000001,-28.392500000000013
1083,4061,353,86.76,0,0,1,Near-Prime,1,0,5,0.7915092242720605,0,0.015,0.19488759828622726,0.55,2030.5,16.751625,23.248375
1084,2778,83,81.63,0,0,2,Sub-Prime,1,0,1,0.5063347410535675,0,0.05,0.4043067291584016,0.55,1389.0,38.197500000000005,1.8024999999999949
1085,3599,42,90.81,0,0,1,Near-Prime,0,0,0,0.6888197377194932,0,0.015,0.19488759828622726,0.55,1799.5,14.845875000000001,25.154125
1086,700,65,80.39,4,80,2,Sub-Prime,1,1,1,0.0444543231829295,80,0.05,0.4043067291584016,0.55,350.0,9.625000000000002,30.375
1087,3604,108,98.8,4,80,0,Prime,1,1,1,0.6899310957990664,80,0.005,0.10563503279752744,0.55,1802.0,4.955500000000001,35.0445
1088,2954,101,99.33,0,0,0,Prime,1,0,1,0.5454545454545454,0,0.005,0.10563503279752744,0.55,1477.0,4.06175,35.93825
1089,4145,134,86.09,0,0,1,Near-Prime,1,0,2,0.8101800400088909,0,0.015,0.19488759828622726,0.55,2072.5,17.098125,22.901875
1090,1304,85,85.2,4,80,1,Near-Prime,1,1,1,0.1787063791953767,80,0.015,0.19488759828622726,0.55,652.0,5.3790000000000004,34.621
1091,3231,83,82.09,3,40,2,Sub-Prime,1,1,1,0.6070237830629028,40,0.05,0.4043067291584016,0.55,1615.5,44.42625,-4.426250000000003
1092,3273,226,98.1,0,0,0,Prime,1,0,3,0.6163591909313181,0,0.005,0.10563503279752744,0.55,1636.5,4.500375,35.499625
1093,2070,259,91.74,4,80,1,Near-Prime,1,1,4,0.3489664369859969,80,0.015,0.19488759828622726,0.55,1035.0,8.53875,31.46125
1094,3190,19,92.2,4,80,1,Near-Prime,0,1,0,0.5979106468104023,80,0.015,0.19488759828622726,0.55,1595.0,13.158750000000001,26.84125
1095,4340,34,97.92,4,80,0,Prime,0,1,0,0.8535230051122472,80,0.005,0.10563503279752744,0.55,2170.0,5.9675,34.0325
1096,1528,352,98.22,0,0,0,Prime,1,0,5,0.2284952211602578,0,0.005,0.10563503279752744,0.55,764.0,2.1010000000000004,37.899
1097,1002,242,96.57,0,0,0,Prime,1,0,4,0.1115803511891531,0,0.005,0.10563503279752744,0.55,501.0,1.37775,38.62225
1098,4993,269,95.47,5,120,0,Prime,1,1,4,0.998666370304512,120,0.005,0.10563503279752744,0.55,2496.5,6.865375000000001,33.134625
1099,1370,222,97.54,0,0,0,Prime,1,0,3,0.1933763058457435,0,0.005,0.10563503279752744,0.55,685.0,1.8837500000000003,38.11625
1100,4988,303,97.52,0,0,0,Prime,1,0,5,0.9975550122249388,0,0.005,0.10563503279752744,0.55,2494.0,6.8585,33.1415
1101,706,157,87.37,4,80,1,Near-Prime,1,1,2,0.0457879528784174,80,0.015,0.19488759828622726,0.55,353.0,2.9122500000000002,37.08775
1102,1984,284,99.47,0,0,0,Prime,1,0,4,0.3298510780173372,0,0.005,0.10563503279752744,0.55,992.0,2.728,37.272
1103,1363,35,94.18,5,120,1,Near-Prime,0,1,0,0.1918204045343409,120,0.015,0.19488759828622726,0.55,681.5,5.622375,34.377625
1104,3290,297,87.4,0,0,1,Near-Prime,1,0,4,0.620137808401867,0,0.015,0.19488759828622726,0.55,1645.0,13.571250000000001,26.42875
1105,1063,28,88.84,0,0,1,Near-Prime,0,0,0,0.1251389197599466,0,0.015,0.19488759828622726,0.55,531.5,4.384875,35.615125
1106,4691,254,93.74,5,120,1,Near-Prime,1,1,4,0.9315403422982884,120,0.015,0.19488759828622726,0.55,2345.5,19.350375,20.649625
1107,2257,141,87.22,5,120,1,Near-Prime,1,1,2,0.390531229162036,120,0.015,0.19488759828622726,0.55,1128.5,9.310125000000001,30.689875
1108,2178,133,96.53,4,80,0,Prime,1,1,2,0.3729717715047788,80,0.005,0.10563503279752744,0.55,1089.0,2.9947500000000002,37.00525
1109,3742,143,82.96,5,120,2,Sub-Prime,1,1,2,0.7206045787952878,120,0.05,0.4043067291584016,0.55,1871.0,51.45250000000001,-11.452500000000008
1110,1559,296,98.15,3,40,0,Prime,1,1,4,0.2353856412536119,40,0.005,0.10563503279752744,0.55,779.5,2.143625,37.856375
1111,2222,340,86.02,4,80,1,Near-Prime,1,1,5,0.3827517226050233,80,0.015,0.19488759828622726,0.55,1111.0,9.165750000000001,30.834249999999997
1112,3814,244,83.05,0,0,2,Sub-Prime,1,0,4,0.7366081351411424,0,0.05,0.4043067291584016,0.55,1907.0,52.44250000000001,-12.44250000000001
1113,3657,253,97.16,4,80,0,Prime,1,1,4,0.7017114914425427,80,0.005,0.10563503279752744,0.55,1828.5,5.0283750000000005,34.971625
1114,3125,363,84.79,3,40,2,Sub-Prime,1,1,6,0.5834629917759502,40,0.05,0.4043067291584016,0.55,1562.5,42.96875000000001,-2.968750000000007
1115,3229,4,96.87,4,80,0,Prime,0,1,0,0.6065792398310735,80,0.005,0.10563503279752744,0.55,1614.5,4.439875000000001,35.560125
1116,2097,265,85.93,3,40,1,Near-Prime,1,1,4,0.3549677706156924,40,0.015,0.19488759828622726,0.55,1048.5,8.650125000000001,31.349874999999997
1117,3560,238,98.68,0,0,0,Prime,1,0,3,0.680151144698822,0,0.005,0.10563503279752744,0.55,1780.0,4.8950000000000005,35.105
1118,3193,249,84.38,0,0,2,Sub-Prime,1,0,4,0.5985774616581463,0,0.05,0.4043067291584016,0.55,1596.5,43.90375,-3.9037500000000023
1119,4127,290,81.39,4,80,2,Sub-Prime,1,1,4,0.8061791509224272,80,0.05,0.4043067291584016,0.55,2063.5,56.74625000000001,-16.74625000000001
1120,1863,30,98.73,0,0,0,Prime,0,0,0,0.3029562124916648,0,0.005,0.10563503279752744,0.55,931.5,2.5616250000000003,37.438375
1121,2481,119,83.31,5,120,2,Sub-Prime,1,1,1,0.440320071126917,120,0.05,0.4043067291584016,0.55,1240.5,34.11375,5.886249999999997
1122,2163,78,98.88,0,0,0,Prime,1,0,1,0.3696376972660591,0,0.005,0.10563503279752744,0.55,1081.5,2.9741250000000004,37.025875
1123,2029,8,96.48,0,0,0,Prime,0,0,0,0.3398533007334963,0,0.005,0.10563503279752744,0.55,1014.5,2.7898750000000003,37.210125
1124,2538,43,81.64,0,0,2,Sub-Prime,0,0,0,0.452989553234052,0,0.05,0.4043067291584016,0.55,1269.0,34.89750000000001,5.102499999999992
1125,3802,221,88.9,0,0,1,Near-Prime,1,0,3,0.7339408757501668,0,0.015,0.19488759828622726,0.55,1901.0,15.683250000000001,24.31675
1126,2737,143,81.47,0,0,2,Sub-Prime,1,0,2,0.4972216048010669,0,0.05,0.4043067291584016,0.55,1368.5,37.633750000000006,2.3662499999999937
1127,1806,119,86.6,4,80,1,Near-Prime,1,1,1,0.2902867303845299,80,0.015,0.19488759828622726,0.55,903.0,7.449750000000001,32.55025
1128,4529,52,87.03,4,80,1,Near-Prime,0,1,0,0.8955323405201155,80,0.015,0.19488759828622726,0.55,2264.5,18.682125,21.317875
1129,3175,64,91.99,3,40,1,Near-Prime,1,1,1,0.5945765725716826,40,0.015,0.19488759828622726,0.55,1587.5,13.096875,26.903125
1130,1782,175,99.52,4,80,0,Prime,1,1,2,0.2849522116025783,80,0.005,0.10563503279752744,0.55,891.0,2.45025,37.54975
1131,1209,69,83.4,3,40,2,Sub-Prime,1,1,1,0.1575905756834852,40,0.05,0.4043067291584016,0.55,604.5,16.62375,23.37625
1132,4913,301,86.58,5,120,1,Near-Prime,1,1,5,0.9808846410313404,120,0.015,0.19488759828622726,0.55,2456.5,20.266125000000002,19.733874999999998
1133,4248,120,91.74,3,40,1,Near-Prime,1,1,2,0.8330740164480995,40,0.015,0.19488759828622726,0.55,2124.0,17.523,22.477
1134,1163,202,83.43,3,40,2,Sub-Prime,1,1,3,0.1473660813514114,40,0.05,0.4043067291584016,0.55,581.5,15.991250000000003,24.00875
1135,2498,288,94.21,0,0,1,Near-Prime,1,0,4,0.4440986885974661,0,0.015,0.19488759828622726,0.55,1249.0,10.30425,29.69575
1136,3945,179,88.07,4,80,1,Near-Prime,1,1,2,0.7657257168259614,80,0.015,0.19488759828622726,0.55,1972.5,16.273125,23.726875
1137,4243,80,98.99,0,0,0,Prime,1,0,1,0.8319626583685263,0,0.005,0.10563503279752744,0.55,2121.5,5.834125,34.165875
1138,1995,54,92.6,3,40,1,Near-Prime,0,1,0,0.3322960657923983,40,0.015,0.19488759828622726,0.55,997.5,8.229375000000001,31.770625
1139,3804,178,87.26,4,80,1,Near-Prime,1,1,2,0.734385418981996,80,0.015,0.19488759828622726,0.55,1902.0,15.691500000000001,24.3085
1140,4263,97,94.39,0,0,1,Near-Prime,1,0,1,0.8364080906868193,0,0.015,0.19488759828622726,0.55,2131.5,17.584875,22.415125
1141,2353,109,96.78,4,80,0,Prime,1,1,1,0.4118693042898422,80,0.005,0.10563503279752744,0.55,1176.5,3.2353750000000003,36.764625
1142,1791,152,96.01,4,80,0,Prime,1,1,2,0.2869526561458101,80,0.005,0.10563503279752744,0.55,895.5,2.462625,37.537375
1143,4081,124,85.26,4,80,1,Near-Prime,1,1,2,0.7959546565903534,80,0.015,0.19488759828622726,0.55,2040.5,16.834125,23.165875
1144,3957,90,88.34,5,120,1,Near-Prime,1,1,1,0.7683929762169371,120,0.015,0.19488759828622726,0.55,1978.5,16.322625000000002,23.677374999999998
1145,2136,293,89.04,5,120,1,Near-Prime,1,1,4,0.3636363636363636,120,0.015,0.19488759828622726,0.55,1068.0,8.811,31.189
1146,4196,36,87.77,0,0,1,Near-Prime,0,0,0,0.8215158924205379,0,0.015,0.19488759828622726,0.55,2098.0,17.308500000000002,22.691499999999998
1147,3499,4,86.22,0,0,1,Near-Prime,0,0,0,0.6665925761280285,0,0.015,0.19488759828622726,0.55,1749.5,14.433375,25.566625000000002
1148,3652,337,95.05,3,40,0,Prime,1,1,5,0.7006001333629696,40,0.005,0.10563503279752744,0.55,1826.0,5.0215000000000005,34.9785
1149,1198,149,80.24,0,0,2,Sub-Prime,1,0,2,0.1551455879084241,0,0.05,0.4043067291584016,0.55,599.0,16.472500000000004,23.527499999999996
1150,2660,315,85.87,3,40,1,Near-Prime,1,1,5,0.480106690375639,40,0.015,0.19488759828622726,0.55,1330.0,10.9725,29.0275
1151,4597,171,82.83,0,0,2,Sub-Prime,1,0,2,0.9106468104023115,0,0.05,0.4043067291584016,0.55,2298.5,63.20875000000001,-23.20875000000001
1152,1354,261,82.58,0,0,2,Sub-Prime,1,0,4,0.1898199599911091,0,0.05,0.4043067291584016,0.55,677.0,18.617500000000003,21.382499999999997
1153,3974,26,85.54,0,0,1,Near-Prime,0,0,0,0.7721715936874861,0,0.015,0.19488759828622726,0.55,1987.0,16.39275,23.60725
1154,2207,54,95.24,0,0,0,Prime,0,0,0,0.3794176483663036,0,0.005,0.10563503279752744,0.55,1103.5,3.034625,36.965375
1155,3277,319,99.39,4,80,0,Prime,1,1,5,0.6172482773949767,80,0.005,0.10563503279752744,0.55,1638.5,4.5058750000000005,35.494125
1156,2233,248,90.29,5,120,1,Near-Prime,1,1,4,0.3851967103800844,120,0.015,0.19488759828622726,0.55,1116.5,9.211125000000001,30.788874999999997
1157,4010,272,86.78,3,40,1,Near-Prime,1,1,4,0.7801733718604135,40,0.015,0.19488759828622726,0.55,2005.0,16.54125,23.45875
1158,702,258,96.58,0,0,0,Prime,1,0,4,0.0448988664147588,0,0.005,0.10563503279752744,0.55,351.0,0.96525,39.03475
1159,3755,265,81.34,0,0,2,Sub-Prime,1,0,4,0.7234941098021782,0,0.05,0.4043067291584016,0.55,1877.5,51.63125000000001,-11.631250000000009
1160,4718,190,81.86,0,0,2,Sub-Prime,1,0,3,0.937541675927984,0,0.05,0.4043067291584016,0.55,2359.0,64.8725,-24.872500000000002
1161,4996,62,86.91,0,0,1,Near-Prime,1,0,1,0.999333185152256,0,0.015,0.19488759828622726,0.55,2498.0,20.6085,19.3915
1162,1266,344,88.97,0,0,1,Near-Prime,1,0,5,0.1702600577906201,0,0.015,0.19488759828622726,0.55,633.0,5.22225,34.77775
1163,4889,340,95.96,5,120,0,Prime,1,1,5,0.9755501222493888,120,0.005,0.10563503279752744,0.55,2444.5,6.722375,33.277625
1164,2827,103,98.51,0,0,0,Prime,1,0,1,0.5172260502333852,0,0.005,0.10563503279752744,0.55,1413.5,3.8871250000000006,36.112875
1165,3431,287,90.63,0,0,1,Near-Prime,1,0,4,0.6514781062458324,0,0.015,0.19488759828622726,0.55,1715.5,14.152875,25.847125
1166,697,258,89.91,0,0,1,Near-Prime,1,0,4,0.0437875083351856,0,0.015,0.19488759828622726,0.55,348.5,2.875125,37.124875
1167,2430,160,84.26,0,0,2,Sub-Prime,1,0,2,0.42898421871527,0,0.05,0.4043067291584016,0.55,1215.0,33.4125,6.587499999999999
1168,4082,170,89.02,4,80,1,Near-Prime,1,1,2,0.7961769282062681,80,0.015,0.19488759828622726,0.55,2041.0,16.838250000000002,23.161749999999998
1169,1108,108,98.47,5,120,0,Prime,1,1,1,0.1351411424761058,120,0.005,0.10563503279752744,0.55,554.0,1.5235,38.4765
1170,3772,139,87.86,3,40,1,Near-Prime,1,1,2,0.7272727272727273,40,0.015,0.19488759828622726,0.55,1886.0,15.5595,24.4405
1171,1647,92,84.21,5,120,2,Sub-Prime,1,1,1,0.2549455434541009,120,0.05,0.4043067291584016,0.55,823.5,22.646250000000002,17.353749999999998
1172,4782,102,86.75,5,120,1,Near-Prime,1,1,1,0.9517670593465216,120,0.015,0.19488759828622726,0.55,2391.0,19.72575,20.27425
1173,3897,225,90.29,5,120,1,Near-Prime,1,1,3,0.7550566792620582,120,0.015,0.19488759828622726,0.55,1948.5,16.075125,23.924875
1174,3011,352,91.97,0,0,1,Near-Prime,1,0,5,0.5581240275616803,0,0.015,0.19488759828622726,0.55,1505.5,12.420375,27.579625
1175,2294,159,88.65,4,80,1,Near-Prime,1,1,2,0.398755278950878,80,0.015,0.19488759828622726,0.55,1147.0,9.46275,30.53725
1176,1159,194,95.17,5,120,0,Prime,1,1,3,0.1464769948877528,120,0.005,0.10563503279752744,0.55,579.5,1.593625,38.406375
1177,3311,323,91.69,0,0,1,Near-Prime,1,0,5,0.6248055123360747,0,0.015,0.19488759828622726,0.55,1655.5,13.657875,26.342125
1178,1869,144,93.3,5,120,1,Near-Prime,1,1,2,0.3042898421871527,120,0.015,0.19488759828622726,0.55,934.5,7.709625,32.290375
1179,2486,241,97.26,5,120,0,Prime,1,1,4,0.4414314292064903,120,0.005,0.10563503279752744,0.55,1243.0,3.4182500000000005,36.58175
1180,646,131,97.31,4,80,0,Prime,1,1,2,0.0324516559235385,80,0.005,0.10563503279752744,0.55,323.0,0.8882500000000001,39.11175
1181,3719,92,84.07,4,80,2,Sub-Prime,1,1,1,0.715492331629251,80,0.05,0.4043067291584016,0.55,1859.5,51.136250000000004,-11.136250000000004
1182,3411,272,92.47,0,0,1,Near-Prime,1,0,4,0.6470326739275395,0,0.015,0.19488759828622726,0.55,1705.5,14.070375,25.929625
