customer_id,risk_label,eligible,max_possible_increases,scenario,x_recommended
1249,Near-Prime,1,1,base,1.0
1250,Near-Prime,1,1,base,1.0
1251,Sub-Prime,1,1,base,0.0
1252,Sub-Prime,0,1,base,0.0
1253,Sub-Prime,1,1,base,1.0
1254,Near-Prime,1,1,base,1.0
1255,Prime,1,1,base,1.0
1256,Sub-Prime,0,1,base,0.0
1257,Sub-Prime,1,1,base,0.0
1258,Prime,1,1,base,1.0
1259,Near-Prime,1,1,base,1.0
1260,Near-Prime,0,1,base,0.0
1261,Sub-Prime,1,1,base,1.0
1262,Prime,1,1,base,1.0
1263,Sub-Prime,0,1,base,0.0
1264,Near-Prime,1,1,base,1.0
1265,Near-Prime,1,1,base,1.0
1266,Near-Prime,0,1,base,0.0
1267,Prime,1,1,base,1.0
1268,Sub-Prime,0,1,base,0.0
1269,Prime,1,1,base,1.0
1270,Near-Prime,0,1,base,0.0
1271,Near-Prime,1,1,base,1.0
1272,Prime,1,1,base,1.0
1273,Near-Prime,1,1,base,1.0
1274,Prime,1,1,base,1.0
1275,Sub-Prime,1,1,base,1.0
1276,Prime,1,1,base,1.0
1277,Prime,1,1,base,1.0
1278,Prime,1,1,base,1.0
1279,Prime,1,1,base,1.0
1280,Sub-Prime,1,1,base,0.0
1281,Near-Prime,1,1,base,1.0
1282,Prime,1,1,base,1.0
1283,Near-Prime,1,1,base,1.0
1284,Near-Prime,1,1,base,1.0
1285,Sub-Prime,1,1,base,1.0
1286,Near-Prime,1,1,base,0.0
1287,Near-Prime,1,1,base,1.0
1288,Prime,1,1,base,1.0
1289,Near-Prime,1,1,base,0.0
1290,Sub-Prime,1,1,base,0.0
1291,Near-Prime,1,1,base,1.0
1292,Prime,1,1,base,1.0
1293,Near-Prime,1,1,base,1.0
1294,Prime,1,1,base,1.0
1295,Near-Prime,1,1,base,1.0
1296,Prime,0,1,base,0.0
1297,Prime,1,1,base,1.0
1298,Prime,1,1,base,1.0
1299,Prime,1,1,base,1.0
1300,Near-Prime,1,1,base,0.0
1301,Prime,1,1,base,1.0
1302,Near-Prime,1,1,base,1.0
1303,Sub-Prime,1,1,base,1.0
1304,Sub-Prime,1,1,base,0.0
1305,Near-Prime,1,1,base,1.0
1306,Prime,0,1,base,0.0
1307,Near-Prime,1,1,base,0.0
1308,Near-Prime,1,1,base,0.0
1309,Sub-Prime,1,1,base,0.0
1310,Near-Prime,1,1,base,1.0
1311,Sub-Prime,0,1,base,0.0
1312,Near-Prime,1,1,base,1.0
1313,Prime,0,1,base,0.0
1314,Prime,0,1,base,0.0
1315,Near-Prime,1,1,base,1.0
1316,Near-Prime,1,1,base,1.0
1317,Near-Prime,1,1,base,1.0
1318,Sub-Prime,1,1,base,0.0
1319,Prime,1,1,base,1.0
1320,Near-Prime,1,1,base,1.0
1321,Near-Prime,1,1,base,1.0
1322,Near-Prime,1,1,base,0.0
1323,Sub-Prime,1,1,base,0.0
1324,Sub-Prime,1,1,base,0.0
1325,Sub-Prime,1,1,base,1.0
1326,Near-Prime,1,1,base,1.0
1327,Sub-Prime,1,1,base,0.0
1328,Prime,1,1,base,1.0
1329,Near-Prime,1,1,base,1.0
1330,Prime,1,1,base,1.0
1331,Prime,1,1,base,1.0
1332,Near-Prime,1,1,base,1.0
1333,Sub-Prime,1,1,base,1.0
1334,Near-Prime,1,1,base,1.0
1335,Sub-Prime,1,1,base,1.0
1336,Sub-Prime,1,1,base,0.0
1337,Near-Prime,1,1,base,1.0
1338,Near-Prime,1,1,base,1.0
1339,Sub-Prime,0,1,base,0.0
1340,Near-Prime,1,1,base,1.0
1341,Sub-Prime,0,1,base,0.0
1342,Near-Prime,0,1,base,0.0
1343,Prime,0,1,base,0.0
1344,Near-Prime,1,1,base,1.0
1345,Prime,1,1,base,1.0
1346,Near-Prime,1,1,base,1.0
1347,Sub-Prime,1,1,base,1.0
1348,Near-Prime,1,1,base,1.0
1349,Near-Prime,0,1,base,0.0
1350,Near-Prime,1,1,base,0.0
1351,Near-Prime,1,1,base,1.0
1352,Prime,0,1,base,0.0
1353,Near-Prime,0,1,base,0.0
1354,Prime,1,1,base,1.0
1355,Near-Prime,1,1,base,0.0
1356,Sub-Prime,1,1,base,1.0
1357,Near-Prime,1,1,base,1.0
1358,Prime,0,1,base,0.0
1359,Near-Prime,0,1,base,0.0
1360,Near-Prime,1,1,base,1.0
1361,Near-Prime,1,1,base,1.0
1362,Near-Prime,1,1,base,1.0
1363,Near-Prime,0,1,base,0.0
1364,Sub-Prime,1,1,base,0.0
1365,Near-Prime,1,1,base,0.0
1366,Near-Prime,0,1,base,0.0
1367,Prime,0,1,base,0.0
1368,Prime,1,1,base,1.0
1369,Sub-Prime,1,1,base,0.0
1370,Near-Prime,1,1,base,1.0
1371,Near-Prime,1,1,base,1.0
1372,Near-Prime,0,1,base,0.0
1373,Near-Prime,1,1,base,1.0
1374,Near-Prime,1,1,base,1.0
1375,Prime,1,1,base,1.0
1376,Prime,1,1,base,1.0
1377,Sub-Prime,1,1,base,1.0
1378,Near-Prime,1,1,base,1.0
1379,Sub-Prime,1,1,base,0.0
1380,Sub-Prime,0,1,base,0.0
1381,Prime,1,1,base,1.0
1382,Near-Prime,1,1,base,1.0
1383,Near-Prime,1,1,base,0.0
1384,Near-Prime,0,1,base,0.0
1385,Prime,1,1,base,1.0
1386,Prime,1,1,base,1.0
1387,Sub-Prime,1,1,base,0.0
1388,Prime,1,1,base,1.0
1389,Prime,0,1,base,0.0
1390,Near-Prime,1,1,base,1.0
1391,Near-Prime,1,1,base,0.0
1392,Sub-Prime,1,1,base,0.0
1393,Sub-Prime,1,1,base,0.0
1394,Near-Prime,1,1,base,1.0
1395,Prime,1,1,base,1.0
1396,Prime,1,1,base,1.0
1397,Near-Prime,0,1,base,0.0
1398,Prime,1,1,base,1.0
1399,Prime,1,1,base,1.0
1400,Near-Prime,0,1,base,0.0
1401,Sub-Prime,0,1,base,0.0
1402,Near-Prime,1,1,base,1.0
1403,Sub-Prime,1,1,base,0.0
1404,Sub-Prime,0,1,base,0.0
1405,Sub-Prime,1,1,base,1.0
1406,Prime,1,1,base,1.0
1407,Sub-Prime,0,1,base,0.0
1408,Near-Prime,1,1,base,0.0
1409,Prime,1,1,base,1.0
1410,Prime,0,1,base,0.0
1411,Prime,0,1,base,0.0
1412,Near-Prime,1,1,base,1.0
1413,Near-Prime,1,1,base,1.0
1414,Near-Prime,1,1,base,1.0
1415,Near-Prime,1,1,base,1.0
1416,Near-Prime,1,1,base,1.0
1417,Near-Prime,1,1,base,1.0
1418,Prime,1,1,base,1.0
1419,Near-Prime,1,1,base,1.0
1420,Sub-Prime,1,1,base,0.0
1421,Near-Prime,1,1,base,1.0
1422,Near-Prime,1,1,base,1.0
1423,Sub-Prime,1,1,base,0.0
1424,Prime,1,1,base,1.0
1425,Near-Prime,1,1,base,1.0
1426,Near-Prime,1,1,base,1.0
1427,Near-Prime,1,1,base,0.0
1428,Prime,1,1,base,1.0
1429,Prime,1,1,base,1.0
1430,Sub-Prime,0,1,base,0.0
1431,Near-Prime,1,1,base,1.0
1432,Sub-Prime,1,1,base,0.0
1433,Prime,1,1,base,1.0
1434,Near-Prime,1,1,base,1.0
1435,Prime,1,1,base,1.0
1436,Prime,1,1,base,1.0
1437,Near-Prime,1,1,base,0.0
1438,Sub-Prime,0,1,base,0.0
1439,Near-Prime,1,1,base,1.0
1440,Sub-Prime,1,1,base,0.0
1441,Prime,1,1,base,1.0
1442,Sub-Prime,1,1,base,0.0
1443,Near-Prime,1,1,base,1.0
1444,Sub-Prime,1,1,base,1.0
1445,Sub-Prime,1,1,base,0.0
1446,Near-Prime,1,1,base,1.0
1447,Near-Prime,0,1,base,0.0
1448,Sub-Prime,1,1,base,0.0
1449,Near-Prime,1,1,base,0.0
1450,Near-Prime,1,1,base,1.0
1451,Prime,1,1,base,1.0
1452,Prime,0,1,base,0.0
1453,Near-Prime,1,1,base,1.0
1454,Prime,1,1,base,1.0
1455,Near-Prime,0,1,base,0.0
1456,Near-Prime,0,1,base,0.0
1457,Near-Prime,1,1,base,1.0
1458,Near-Prime,1,1,base,1.0
1459,Near-Prime,1,1,base,1.0
1460,Near-Prime,1,1,base,1.0
1461,Near-Prime,1,1,base,0.0
1462,Near-Prime,1,1,base,1.0
1463,Prime,0,1,base,0.0
1464,Sub-Prime,1,1,base,0.0
1465,Near-Prime,1,1,base,1.0
1466,Prime,1,1,base,1.0
1467,Sub-Prime,1,1,base,1.0
1468,Prime,1,1,base,1.0
1469,Prime,1,1,base,1.0
1470,Near-Prime,1,1,base,1.0
1471,Near-Prime,1,1,base,1.0
1472,Prime,1,1,base,1.0
1473,Near-Prime,1,1,base,1.0
1474,Sub-Prime,1,1,base,0.0
1475,Prime,0,1,base,0.0
1476,Sub-Prime,1,1,base,0.0
1477,Near-Prime,1,1,base,1.0
1478,Prime,1,1,base,1.0
1479,Near-Prime,0,1,base,0.0
1480,Near-Prime,1,1,base,1.0
1481,Near-Prime,1,1,base,0.0
1482,Prime,1,1,base,1.0
1483,Sub-Prime,1,1,base,1.0
1484,Near-Prime,1,1,base,1.0
1485,Near-Prime,1,1,base,1.0
1486,Sub-Prime,0,1,base,0.0
1487,Near-Prime,1,1,base,1.0
1488,Near-Prime,0,1,base,0.0
1489,Prime,0,1,base,0.0
1490,Near-Prime,1,1,base,0.0
1491,Near-Prime,1,1,base,1.0
1492,Near-Prime,1,1,base,1.0
1493,Prime,1,1,base,1.0
1494,Near-Prime,1,1,base,1.0
1495,Near-Prime,1,1,base,0.0
1496,Near-Prime,1,1,base,1.0
1497,Near-Prime,1,1,base,0.0
1498,Sub-Prime,1,1,base,1.0
1499,Near-Prime,1,1,base,1.0
1500,Near-Prime,1,1,base,1.0
1501,Near-Prime,0,1,base,0.0
1502,Sub-Prime,1,1,base,0.0
1503,Near-Prime,1,1,base,1.0
1504,Near-Prime,1,1,base,1.0
1505,Sub-Prime,0,1,base,0.0
1506,Sub-Prime,1,1,base,1.0
1507,Near-Prime,1,1,base,1.0
1508,Near-Prime,1,1,base,1.0
1509,Near-Prime,0,1,base,0.0
1510,Near-Prime,0,1,base,0.0
1511,Near-Prime,1,1,base,1.0
1512,Near-Prime,0,1,base,0.0
1513,Near-Prime,1,1,base,1.0
1514,Sub-Prime,1,1,base,0.0
1515,Near-Prime,1,1,base,1.0
1516,Sub-Prime,1,1,base,0.0
1517,Near-Prime,0,1,base,0.0
1518,Prime,1,1,base,1.0
1519,Near-Prime,0,1,base,0.0
1520,Sub-Prime,1,1,base,0.0
1521,Sub-Prime,1,1,base,1.0
1522,Sub-Prime,1,1,base,0.0
1523,Near-Prime,1,1,base,1.0
1524,Near-Prime,0,1,base,0.0
1525,Sub-Prime,1,1,base,0.0
1526,Prime,1,1,base,1.0
1527,Near-Prime,1,1,base,1.0
1528,Near-Prime,0,1,base,0.0
1529,Near-Prime,0,1,base,0.0
1530,Near-Prime,1,1,base,1.0
1531,Prime,1,1,base,1.0
1532,Sub-Prime,1,1,base,1.0
1533,Sub-Prime,1,1,base,0.0
1534,Near-Prime,1,1,base,1.0
1535,Near-Prime,1,1,base,1.0
1536,Prime,1,1,base,1.0
1537,Sub-Prime,0,1,base,0.0
1538,Sub-Prime,1,1,base,0.0
1539,Near-Prime,1,1,base,1.0
1540,Near-Prime,0,1,base,0.0
1541,Near-Prime,1,1,base,0.0
1542,Prime,1,1,base,1.0
1543,Sub-Prime,1,1,base,1.0
1544,Near-Prime,1,1,base,1.0
1545,Near-Prime,1,1,base,0.0
1546,Near-Prime,0,1,base,0.0
1547,Sub-Prime,1,1,base,0.0
1548,Sub-Prime,0,1,base,0.0
1549,Sub-Prime,0,1,base,0.0
1550,Prime,1,1,base,1.0
1551,Near-Prime,1,1,base,1.0
1552,Prime,1,1,base,1.0
1553,Sub-Prime,1,1,base,0.0
1554,Sub-Prime,1,1,base,1.0
1555,Near-Prime,1,1,base,1.0
1556,Near-Prime,1,1,base,1.0
1557,Near-Prime,1,1,base,1.0
1558,Near-Prime,1,1,base,1.0
1559,Near-Prime,1,1,base,1.0
1560,Sub-Prime,1,1,base,1.0
1561,Prime,1,1,base,1.0
1562,Sub-Prime,1,1,base,0.0
1563,Near-Prime,1,1,base,1.0
1564,Near-Prime,0,1,base,0.0
1565,Sub-Prime,1,1,base,1.0
1566,Prime,0,1,base,0.0
1567,Prime,1,1,base,1.0
1568,Sub-Prime,1,1,base,0.0
1569,Near-Prime,1,1,base,1.0
1570,Near-Prime,1,1,base,1.0
1571,Sub-Prime,1,1,base,1.0
1572,Near-Prime,1,1,base,1.0
1573,Near-Prime,1,1,base,1.0
1574,Near-Prime,1,1,base,1.0
1575,Prime,0,1,base,0.0
1576,Near-Prime,1,1,base,1.0
1577,Near-Prime,1,1,base,1.0
1578,Near-Prime,1,1,base,1.0
1579,Sub-Prime,1,1,base,0.0
1580,Prime,1,1,base,1.0
1581,Near-Prime,1,1,base,1.0
1582,Near-Prime,0,1,base,0.0
1583,Prime,1,1,base,1.0
1584,Near-Prime,1,1,base,1.0
1585,Sub-Prime,1,1,base,0.0
1586,Near-Prime,1,1,base,1.0
1587,Sub-Prime,1,1,base,1.0
1588,Near-Prime,1,1,base,1.0
1589,Near-Prime,1,1,base,1.0
1590,Near-Prime,0,1,base,0.0
1591,Near-Prime,0,1,base,0.0
1592,Sub-Prime,0,1,base,0.0
1593,Near-Prime,0,1,base,0.0
1594,Near-Prime,0,1,base,0.0
1595,Prime,1,1,base,1.0
1596,Sub-Prime,1,1,base,1.0
1597,Near-Prime,1,1,base,1.0
1598,Prime,0,1,base,0.0
1599,Near-Prime,1,1,base,1.0
1600,Prime,0,1,base,0.0
1601,Near-Prime,1,1,base,1.0
1602,Sub-Prime,1,1,base,0.0
1603,Near-Prime,1,1,base,1.0
1604,Prime,0,1,base,0.0
1605,Prime,0,1,base,0.0
1606,Near-Prime,1,1,base,1.0
1607,Near-Prime,1,1,base,1.0
1608,Near-Prime,1,1,base,1.0
1609,Near-Prime,0,1,base,0.0
1610,Near-Prime,1,1,base,1.0
1611,Prime,1,1,base,1.0
1612,Sub-Prime,1,1,base,0.0
1613,Near-Prime,1,1,base,0.0
1614,Near-Prime,1,1,base,1.0
1615,Near-Prime,1,1,base,1.0
1616,Sub-Prime,1,1,base,0.0
1617,Near-Prime,1,1,base,1.0
1618,Near-Prime,1,1,base,1.0
1619,Prime,1,1,base,1.0
1620,Near-Prime,1,1,base,1.0
1621,Near-Prime,1,1,base,1.0
1622,Near-Prime,1,1,base,1.0
1623,Near-Prime,1,1,base,0.0
1624,Sub-Prime,1,1,base,0.0
1625,Sub-Prime,1,1,base,0.0
1626,Prime,1,1,base,1.0
1627,Near-Prime,1,1,base,0.0
1628,Sub-Prime,1,1,base,0.0
1629,Near-Prime,1,1,base,0.0
1630,Prime,1,1,base,1.0
1631,Near-Prime,1,1,base,1.0
1632,Prime,1,1,base,1.0
1633,Near-Prime,0,1,base,0.0
1634,Sub-Prime,1,1,base,0.0
1635,Near-Prime,0,1,base,0.0
1636,Near-Prime,1,1,base,1.0
1637,Near-Prime,0,1,base,0.0
1638,Sub-Prime,1,1,base,0.0
1639,Near-Prime,1,1,base,1.0
1640,Prime,1,1,base,1.0
1641,Near-Prime,0,1,base,0.0
1642,Sub-Prime,1,1,base,0.0
1643,Near-Prime,1,1,base,1.0
1644,Near-Prime,1,1,base,1.0
1645,Prime,1,1,base,1.0
1646,Prime,0,1,base,0.0
1647,Sub-Prime,1,1,base,0.0
1648,Prime,1,1,base,1.0
1649,Sub-Prime,1,1,base,0.0
1650,Sub-Prime,1,1,base,0.0
1651,Sub-Prime,0,1,base,0.0
1652,Sub-Prime,1,1,base,0.0
1653,Prime,1,1,base,1.0
1654,Near-Prime,1,1,base,1.0
1655,Near-Prime,1,1,base,1.0
1656,Prime,1,1,base,1.0
1657,Near-Prime,1,1,base,0.0
1658,Sub-Prime,1,1,base,0.0
1659,Near-Prime,1,1,base,0.0
1660,Prime,0,1,base,0.0
1661,Prime,0,1,base,0.0
1662,Near-Prime,1,1,base,1.0
1663,Prime,0,1,base,0.0
1664,Prime,1,1,base,1.0
1665,Sub-Prime,1,1,base,1.0
1666,Near-Prime,0,1,base,0.0
1667,Sub-Prime,0,1,base,0.0
1668,Near-Prime,0,1,base,0.0
1669,Prime,1,1,base,1.0
1670,Prime,1,1,base,1.0
1671,Near-Prime,1,1,base,1.0
1672,Prime,1,1,base,1.0
1673,Sub-Prime,1,1,base,0.0
1674,Sub-Prime,1,1,base,1.0
1675,Sub-Prime,1,1,base,0.0
1676,Prime,1,1,base,1.0
1677,Prime,1,1,base,1.0
1678,Near-Prime,1,1,base,1.0
1679,Prime,0,1,base,0.0
1680,Near-Prime,0,1,base,0.0
1681,Near-Prime,1,1,base,1.0
1682,Near-Prime,1,1,base,1.0
1683,Prime,0,1,base,0.0
1684,Sub-Prime,1,1,base,1.0
1685,Sub-Prime,0,1,base,0.0
1686,Near-Prime,1,1,base,1.0
1687,Prime,0,1,base,0.0
1688,Prime,1,1,base,1.0
1689,Near-Prime,1,1,base,1.0
1690,Prime,1,1,base,1.0
1691,Near-Prime,1,1,base,1.0
1692,Near-Prime,1,1,base,1.0
1693,Prime,0,1,base,0.0
1694,Near-Prime,1,1,base,0.0
1695,Near-Prime,1,1,base,1.0
1696,Sub-Prime,1,1,base,0.0
1697,Sub-Prime,1,1,base,0.0
1698,Near-Prime,1,1,base,1.0
1699,Sub-Prime,1,1,base,0.0
1700,Near-Prime,1,1,base,1.0
1701,Near-Prime,1,1,base,1.0
1702,Near-Prime,1,1,base,1.0
1703,Near-Prime,1,1,base,1.0
1704,Prime,1,1,base,1.0
1705,Sub-Prime,0,1,base,0.0
1706,Near-Prime,0,1,base,0.0
1707,Prime,1,1,base,1.0
1708,Sub-Prime,0,1,base,0.0
1709,Sub-Prime,1,1,base,0.0
1710,Near-Prime,1,1,base,1.0
1711,Near-Prime,0,1,base,0.0
1712,Sub-Prime,1,1,base,0.0
1713,Near-Prime,1,1,base,1.0
1714,Near-Prime,1,1,base,1.0
